slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
bungalow-on-sale-at-dhumbarahi-NH11235,Bungalow on sale at Dhumbarahi ,,False,False,3.5,,,False,Total Amount,12.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chappal karkhana,2395.75,38500000.0
house-on-sale-in-baluwatar-kathmandu-NH11233,"House on sale in Baluwatar, Kathmandu",,False,False,,5.0,4.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,2053.5,52000000.0
house-on-sale-at-sukedhara-NH11231,House on sale at Sukedhara,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,2053.5,45000000.0
house-on-sale-at-greenland-chowk-NH11230,House on sale at Greenland Chowk,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1711.25,33000000.0
house-on-sale-at-karyabinayak-housing-colony-NH11228,House on sale at Karyabinayak Housing Colony,,False,False,2.5,,,False,Total Amount,24.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1197.87,28000000.0
house-on-sale-at-gopikrishna-NH11221,House on sale at Gopikrishna,,False,False,3.5,,,False,Total Amount,23.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Jaya Bageshwori,1711.25,57500000.0
house-on-sale-at-sundarbasti-NH11217,House on sale at Sundarbasti,,False,False,3.0,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1711.25,32000000.0
house-on-sale-sundarbasti-NH11216,House on sale Sundarbasti,,False,False,3.0,,,False,Total Amount,10.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,855.62,19000000.0
house-on-sale-at-kapan-chunikhel-NH11215,House on sale at Kapan Chunikhel,,False,False,3.5,,,False,Total Amount,10.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chunikhel,1026.75,20000000.0
house-on-sale-at-thulo-bharyang-NH11214,House on sale at Thulo Bharyang ,,False,False,2.5,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Swoyambhu,1112.31,24500000.0
house-on-sale-at-narayanthan-taulung-NH11213,"House on sale at Narayanthan, Taulung",,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Taulung,2994.68,38000000.0
house-on-sale-at-kapan-NH11208,House on sale at Kapan,,False,False,2.5,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1454.56,27500000.0
house-on-sale-at-greenland-NH11205,House on sale at Greenland,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2053.5,47500000.0
house-on-sale-at-grande-housing-NH11204,House on sale at Grande Housing,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1454.56,28000000.0
bungalow-on-rent-sale-in-maharajgunj-near-by-american-emabssy-NH11203,"Bungalow on rent/sale in Maharajgunj, near by American Emabssy",,False,False,,4.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maharajgunj,1369.0,49000000.0
house-on-sale-at-tokha-NH11202,House on sale at Tokha,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Tokha  Municipality,Tokha Saraswoti,1369.0,13500000.0
bungalow-on-sale-at-bhaisepati-NH11201,Bungalow on sale at Bhaisepati,,False,False,,4.0,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,29000000.0
bungalow-on-sale-in-dhapasi-height-NH11199,Bungalow on sale in Dhapasi height,,False,False,,5.0,6.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,10267.5,120000000.0
house-on-sale-at-sundarbasti-NH11198,House on sale at Sundarbasti,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1369.0,23800000.0
house-on-sale-in-golfutar-budhanilkantha-NH11193,"House on sale in Golfutar, Budhanilkantha",,False,False,,5.0,3.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,34000000.0
bungalow-for-sale-at-baluwatar-NH11189,Bungalow for sale at Baluwatar,,False,False,3.0,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,855.62,22500000.0
house-for-sale-in-greenland-grande-tokha-NH11187,"House for sale in Greenland, Grande, Tokha",,False,False,,6.0,5.0,False,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Grande Hospital,1454.56,32800000.0
house-on-sale-at-sundarbasti-NH11186,House on sale at Sundarbasti,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1112.31,20500000.0
semi-commercial-house-on-sale-at-bhangal-NH11184,Semi commercial house on sale at Bhangal,,False,False,3.0,,,False,Total Amount,17.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1133.7,26500000.0
house-on-sale-at-raniban-NH11183,House on sale at Raniban,,False,False,3.0,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1711.25,29000000.0
house-on-sale-at-sundarbasti-NH11179,House on sale at Sundarbasti,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,1369.0,27500000.0
house-on-sale-at-golfutar-height-NH11173,House on sale at Golfutar height,,False,False,2.5,,5.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,36500000.0
house-on-sale-in-bansbari-kathmandu-NH11172,"House on sale in Bansbari, Kathmandu",,False,False,2.5,6.0,4.0,False,Total Amount,20.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,2738.0,45000000.0
bungalow-for-sale-at-ganeshchowk-NH11170,Bungalow for sale at Ganeshchowk,,False,False,,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1369.0,28500000.0
house-on-sale-at-baluwatar-NH11167,House on sale at Baluwatar,,False,False,2.5,,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,2738.0,50000000.0
house-on-sale-at-budhanilkantha-NH11166,House on sale at Budhanilkantha,,False,False,3.0,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,5133.75,65000000.0
bungalow-on-sale-at-narayanthan-NH11165,Bungalow on sale at Narayanthan,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,10952.0,132500000.0
house-on-sale-at-gothatar-NH11164,House on sale at Gothatar,,False,False,2.5,,,False,Total Amount,,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1197.87,15500000.0
house-on-sale-at-sorakhutte-NH11163,House on sale at Sorakhutte,,False,False,3.5,,,False,Total Amount,12.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sorhakhutte,2481.31,50000000.0
house-on-sale-at-budhanilkantha-NH11161,House on sale at Budhanilkantha,,False,False,2.5,,,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2053.5,45000000.0
house-on-sale-at-kapan-chunikhel-NH11159,House on sale at Kapan Chunikhel,,False,False,2.5,,,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chunikhel,,23000000.0
house-on-sale-at-sundarbasti-NH11156,House on sale at sundarbasti,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,1369.0,25000000.0
house-on-sale-in-golfutar-NH11155,House on sale in Golfutar,,False,False,3.0,6.0,3.0,False,Total Amount,13.0,North-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1112.31,22500000.0
house-on-sale-at-dhapasi-NH11154,House on sale at Dhapasi,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2395.75,40000000.0
house-on-sale-in-golfutar-budhanilkantha-NH11152,"House on sale in Golfutar, Budhanilkantha",,False,False,,7.0,5.0,True,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1283.43,
house-on-sale-in-hattigauda-kathmandu-NH11150,"House on sale in Hattigauda, Kathmandu",,False,False,,7.0,5.0,True,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,2909.12,
house-on-sale-at-icimod-dhapakhel-NH11144,House on sale at Icimod Dhapakhel,,False,False,2.5,,,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,,25000000.0
house-on-sale-in-tikathali-NH11142,House on sale in Tikathali,,False,False,1.5,3.0,1.0,False,Total Amount,12.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Tikathali,855.62,11500000.0
house-on-sale-in-bhaisepati-lalitpur-NH11139,"House on sale in Bhaisepati, Lalitpur",,False,False,2.5,4.0,3.0,False,Total Amount,13.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1711.25,50000000.0
house-for-urgent-sale-at-sanepa-NH11136,House for urgent sale at Sanepa,,False,False,2.5,,,False,Total Amount,12.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sanepa,1540.12,28000000.0
house-on-sale-dhapasi-height,House on sale Dhapasi height,,False,False,2.5,,,False,Total Amount,13.0,North-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1240.6499999999999,19500000.0
house-on-sale-at-sitapaila-NH11132,House on sale at Sitapaila,,False,False,2.5,,,False,Total Amount,24.0,South-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,2738.0,55000000.0
house-on-sale-near-grande-hospital-NH11131,House on sale near Grande Hospital,,False,False,2.5,,,False,Total Amount,13.0,North-West,Bagmati State,Kathmandu,Tokha  Municipality,Tokha Saraswoti,1369.0,21500000.0
house-on-sale-at-chandol-NH11130,House on sale at Chandol,,False,False,2.5,4.0,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,1369.0,35000000.0
residential-house-on-sale-at-baniyatar-NH11127,Residential house on sale at Baniyatar,,False,False,2.5,,,False,Total Amount,13.0,North,Bagmati State,Kathmandu,Tokha  Municipality,Baniyatar,1390.39,26000000.0
house-on-sale-in-jarankhu-tarkeshwor-NH11124,"House on sale in Jarankhu, Tarkeshwor",,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Kabhresthali,,16500000.0
house-on-sale-at-mandikhatar,House on sale at Mandikhatar,,False,False,2.5,,,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,1369.0,26000000.0
house-on-sale-at-dhapakhel-NH11121,House on sale at Dhapakhel,,False,False,2.5,,,False,Total Amount,12.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1454.56,26500000.0
house-on-sale-at-dhapasi-NH11118,House on sale at Dhapasi,,False,False,2.5,,,False,Total Amount,12.0,East,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1882.37,28000000.0
house-on-sale-at-hepali-golfutar,"House on sale at Hepali, Golfutar",,False,False,2.5,,,False,Total Amount,12.0,North-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,1475.95,34500000.0
house-on-sale-in-dhapasi-tokha-NH11113,"House on sale in Dhapasi, Tokha",2062.0,False,False,,,4.0,False,Total Amount,24.0,West,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2053.5,38000000.0
house-on-sale-in-tokha-kathmandu-NH11112,"House on sale in Tokha, Kathmandu",,False,False,,5.0,3.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Tokha  Municipality,Grande Hospital,1711.25,32500000.0
bungalow-on-sale-at-ganeshchowk-NH11101,Bungalow on sale at Ganeshchowk,,False,False,2.5,,,False,Total Amount,15.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1882.37,32500000.0
house-on-sale-at-golfutar-NH11100,House on sale at Golfutar,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,34500000.0
house-on-sale-at-shankhamul-NH11098,House on sale at Shankhamul,,False,False,3.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Shankhamul,1711.25,32500000.0
house-on-sale-at-ganeshchowk-NH11097,House on sale at Ganeshchowk,,False,False,2.0,,,True,Total Amount,12.0,North-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,3764.75,
house-on-sale-at-sano-bharyang-NH11096,House on sale at Sano Bharyang,,False,False,2.5,,,False,Total Amount,14.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1711.25,29500000.0
house-for-sale-at-kapan-narayanchowk-NH11094,"House for sale at Kapan, Narayanchowk",,False,False,2.5,,,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,2395.75,36000000.0
house-on-sale-tokha-NH11092,House on sale Tokha,,False,False,2.5,,,False,Total Amount,12.0,North,Bagmati State,Kathmandu,Tokha  Municipality,Tokha Saraswoti,1347.6000000000001,24500000.0
house-on-sale-at-mandikhatar-kapan,"House on sale at Mandikhatar, Kapan",,False,False,3.5,,,False,Total Amount,32.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mandikatar,3764.75,65000000.0
house-on-sale-at-budhanilkantha-NH11089,House on sale at Budhanilkantha,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,5989.37,67500000.0
house-for-sale-at-dhapasi-NH11086,House for sale at Dhapasi,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1026.75,21500000.0
house-on-sale-at-naya-thimi-NH11082,House on sale at Naya thimi,,False,False,3.0,,,False,Total Amount,20.0,,Bagmati State,Bhaktapur,Changunarayan Municipality,Dadhikot,1561.51,22000000.0
commercial-building-on-sale-in-jamal-NH11072,Commercial building on sale in Jamal,2064.0,False,False,,,,False,Total Amount,22.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Jamal,2310.18,190000000.0
brand-new-bungalow-on-sale-in-maharajgunj-NH11070,Brand new bungalow on sale in Maharajgunj,,False,False,2.5,5.0,6.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maharajgunj,2481.3,65000000.0
bungalow-for-sale-at-baluwatar-NH11069,Bungalow for sale at Baluwatar,,False,False,3.0,5.0,3.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,,110000000.0
bungalow-on-sale-in-narayanthan-NH11068,Bungalow on sale in Narayanthan,2010.0,False,False,,4.0,5.0,False,Total Amount,30.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,4192.56,70000000.0
residential-bungalow-on-sale-in-ramkot-sitapaila-NH11063,"Residential bungalow on sale in Ramkot, Sitapaila",,False,False,2.5,,,False,Total Amount,,,Bagmati State,Kathmandu,Nagarjun  Municipality,Ramkot,2352.96,55000000.0
vintage-bungalow-on-sale-in-mid-baneshwor-NH11061,Vintage bungalow on sale in Mid Baneshwor,2060.0,False,False,,5.0,6.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,New Baneshwor,6845.0,110000000.0
building-on-sale-in-durbarmarg-NH11060,Building on sale in Durbarmarg,2005.0,False,False,,,,False,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Durbar Marga,3508.05,920000000.0
bungalow-on-sale-in-aakasedhara-kapan-NH11058,"Bungalow on sale in Aakasedhara, Kapan",,False,False,,,,True,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1796.8,
house-on-slae-boudha-nayabasti-NH11057,"House on slae Boudha, Nayabasti",,False,False,3.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bouddha,1369.0,27500000.0
house-on-sale-at-kapan-paiyutar,House on sale at Kapan-Paiyutar,,False,False,3.0,,,False,Total Amount,23.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Paiyuntar,1026.75,19000000.0
house-on-sale-at-nakhipot-NH11049,House on sale at Nakhipot,,False,False,2.5,,,False,Total Amount,14.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakhipot,4449.25,55000000.0
house-on-sale-at-dholahiti-lalitpur,"House on sale at Dholahiti, Lalitpur",,False,False,2.5,,,True,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Sunakothi,4791.5,
house-on-sale-in-syuchatar-NH11047,House on sale in Syuchatar,,False,False,2.5,5.0,3.0,False,Total Amount,10.0,South-West,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,2566.87,21000000.0
house-on-sale-at-dhungedhara-NH11046,House on sale at Dhungedhara,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,2053.5,49500000.0
bungalow-on-sale-at-bansbari-NH11045,Bungalow on sale at Bansbari,,False,False,,,,True,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,6160.5,
house-on-sale-in-chhauni-NH11043,House on sale in Chhauni,,False,False,2.5,5.0,3.0,False,Total Amount,11.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chhauni,1304.8200000000002,22500000.0
house-on-urgent-sale-in-land-price-at-sifal-NH11040,House on urgent sale in land price at Sifal,,False,False,2.0,7.0,4.0,False,Total Amount,13.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sifal,4641.76,72500000.0
house-on-sale-in-chyasingdol-dhapasi-NH11036,"House on sale in Chyasingdol, Dhapasi",,False,False,,8.0,6.0,False,Total Amount,20.0,South-West,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1882.37,32000000.0
